path,classification,planned_action,reason,starting_commit
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R01/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R01/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R01/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R01/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R01/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R02/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R02/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R02/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R02/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF2_R02/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R01/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R01/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R01/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R01/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R01/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R02/seed_530101.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R02/seed_530102.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R02/seed_530103.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R02/seed_530104.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF3_R02/seed_530105.json,KEEP_TRACKED_PROVENANCE,retain,No redundant tracked canonical copy was proven; the payload supports current paper provenance.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/.progress.lock,DELETE_SAFE,delete_stale_runtime_lock,The associated job is complete or superseded and no active process uses the lock.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF1_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF2_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_L_CF3_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF1_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF2_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R01/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R01/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R01/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R01/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R02/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R02/seed_530102.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R02/seed_530103.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R02/seed_530104.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_M_CF3_R02/seed_530105.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/live_logs/CB1_CORE_S_CF1_R01/seed_530101.parquet,KEEP_LOCAL_IGNORED,untrack_preserve_local_path,Per-run Parquet process logs are generated inputs; compact derived summaries remain tracked.,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c
