dataset_origin,dataset_role,scale,CF_level,search_stage,condition,state_id
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,improving,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,low_action_entropy,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,high_action_entropy,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration1540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,high_action_entropy,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration1540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,high_action_entropy,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,low_action_entropy,CB1_TRAIN_L_CF2_RI2_TI3_R01:seed817000014:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration1000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration1000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration2280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration2280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration2920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI1_R03:seed817000015:iteration2920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration2280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration2280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI2_R01:seed817000016:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,improving,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,immediately_post_improvement,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,0-20%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,20-40%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration1560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,40-60%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration1560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration2180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,60-80%,high_action_entropy,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration2180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF2,80-100%,low_action_entropy,CB1_TRAIN_L_CF2_RI3_TI3_R02:seed817000017:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,improving,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration1600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration1600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration2240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration2240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI1_R02:seed817000018:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration1020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration1020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration2380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration2380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration3060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI2_R03:seed817000019:iteration3060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration1580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration1580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,high_action_entropy,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,low_action_entropy,CB1_TRAIN_L_CF3_RI1_TI3_R01:seed817000020:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,improving,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,improving,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration1080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration1080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration1080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration1800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration1800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration2520
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration2520
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration3240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI1_R03:seed817000021:iteration3240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration340
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration1020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration1020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration2380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration2380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration3060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI2_R01:seed817000022:iteration3060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration1420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration1420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,high_action_entropy,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration2560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,low_action_entropy,CB1_TRAIN_L_CF3_RI2_TI3_R02:seed817000023:iteration2560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration360
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration1060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration1060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration2440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration2440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration3120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI1_R01:seed817000024:iteration3120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,improving,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,immediately_post_improvement,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration1580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration1580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration2220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration2220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,improving,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,0-20%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,20-40%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration1620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,40-60%,high_action_entropy,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration1620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration2260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,60-80%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration2260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF3,80-100%,low_action_entropy,CB1_TRAIN_L_CF3_RI3_TI3_R03:seed817000026:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration3700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration3700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration2160
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration2160
