record_type,campaign,algorithm,instance_id,instance_path,instance_sha256,state_id,state_source,state_type,seed,fold,action_count,contributed_to_final_c1,budget_seconds,artifact_path,artifact_sha256,manifest_path,manifest_member
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,,,,746102,,,False,366.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746102.json,9ccc006a203a1861b14b7a00befab75d27af754713ba374c6782ae133c1e72df,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,,,,746103,,,False,366.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746103.json,5ff264aaadf363e06bb5684e270ceef5b9beab25c947075998421fa729d952d2,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,,,,746101,,,False,358.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746101.json,55eff08fdcbe3ee94ae6df9a92c7cd0dba754b107076ce005e49f0a1a0af9c2d,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,,,,746102,,,False,358.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746102.json,cc1949c8d970bfbdf23f4da1b013cd864ad944412fef4cfe2822d9b3cc8f929f,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,,,,746103,,,False,358.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746103.json,421595b8f902bbf133726d40098db745aa64a19d34d3bbbdb263bcf30114044d,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,,,,746101,,,False,228.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746101.json,8f6529922f15447d6974cdac7db6fe71bca24a92b1a9c2eebcfa247d2b71dc65,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,,,,746102,,,False,228.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746102.json,249f60e9c008d00ce60f652ed9ebec30e718297ca28a43264dffb0f4976a83c0,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,,,,746103,,,False,228.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746103.json,afbdc5d4abca7003162d4f944953790251e13a0864e34477a5872b5061e5f5f9,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,,,,746101,,,False,234.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746101.json,6ea6f70c5038a43df8f60a6f7febf173db445117d3c0bdad3810310b5d2ab8c5,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,,,,746102,,,False,234.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746102.json,3339e58b50b77399c3cadc656b15c99716433afb71ff93b79de44ec5d21671c6,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,,,,746103,,,False,234.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746103.json,e291f7bd5ec932be9d2680501b142e63cf6ed61617449e9ca3015d6be4f2a2fb,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12.json,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,,,,746101,,,False,244.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746101.json,7f9e4aee3ac3e9fc9bed7bcee66ceb8293818ec6918c92e3977bb83be7c7a2b0,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12.json,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,,,,746102,,,False,244.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746102.json,8630d0883433ece2c92cfc88d31c1846a4863497b3a77cb77c969c7138334e96,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12.json,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,,,,746103,,,False,244.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746103.json,2da4f7549df7e6525dca83829fd2be0c4cc3c0ad02d4446916f4515de1aeac6b,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12_C02.json,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,,,,746101,,,False,254.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746101.json,410d6ad71a5d55342f9b02fff083f8f0d4caf765a1d362fc4f891adfcaf36793,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12_C02.json,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,,,,746102,,,False,254.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746102.json,538cf3f3c72d8c47b53e3b3170e5f0de45533a42fe806f6d01c55a3f750b1ec8,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12_C02.json,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,,,,746103,,,False,254.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746103.json,766c0eb46be9b48022e7f003b94ed246ae00f38fd8d85f85cf26d4f8365a9595,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12.json,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,,,,746101,,,False,236.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746101.json,912fc317cd433c0942e384acd1f9f116e20a8db6df7a14e7b0ee66ca77f23522,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12.json,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,,,,746102,,,False,236.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746102.json,775506139f7d747559ba761ca8ba74ee3e53ccf992ec568e3282d92d8d53153a,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12.json,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,,,,746103,,,False,236.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746103.json,c269b861bd37568ff0dda25b7c9d8cda9bcc547e9027709d1ffd539277f8da77,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12_C02.json,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,,,,746101,,,False,232.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746101.json,6c15dd8595432928577f09ebc1c46ebd1b03d2307109a64b0627dbfee851c969,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12_C02.json,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,,,,746102,,,False,232.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746102.json,8da73856c6dce2bcaad03bd27aa4c235b59af87685396edc5e43a42be34260c0,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF3_RI2_TI2_R12_C02.json,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,,,,746103,,,False,232.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746103.json,969aa2340701e1f78b5bebefc0cbb31f65615b4e4f65823f78ffdbd130f50733,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12.json,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,,,,746101,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746101.json,91e7784aa14a5b6f7f56fcf66fdc167b606d64192ac40d26e9865315a3bbac9a,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12.json,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,,,,746102,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746102.json,7ed611d91a86ec174723c93eeb38a1239f4f90981d6c9a2dcbc251aa2d73417e,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12.json,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,,,,746103,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746103.json,cd8728e160f9c4e714cd24aef4af9463abbb5fccfa79a618c1f1fd82b920376e,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12_C02.json,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,,,,746101,,,False,112.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746101.json,e110f1e1b214d9c9f321b511583f188115d58c400ef153dd9f8b7be89b4dbadf,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12_C02.json,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,,,,746102,,,False,112.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746102.json,b7700e3802d2d5f344daecc805dd572e5c9d39f22a157bc42184fbb1d6f69211,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF1_RI2_TI2_R12_C02.json,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,,,,746103,,,False,112.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746103.json,89ddba7b7eb7de0ebba8d144098d669c43eea0efc34ba7c734f67f8b5338e98e,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12.json,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,,,,746101,,,False,120.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746101.json,16eacaefec318401ea6f1589da7cac69d0d3f790611805cee4f3ecc80fdfdcf9,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12.json,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,,,,746102,,,False,120.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746102.json,eb2f919288ed7048c5f198c1d988ad9d3cb89cb4b0e0ef1faa41227261047ef6,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12.json,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,,,,746103,,,False,120.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746103.json,e1fd39f4cfbda33453e24f5e8a5650589bdb92f1f98583b46b1e1beed09c3c1a,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12_C02.json,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,,,,746101,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746101.json,e356d2ba2ddff5a6f751ff34ac0bda495b746bbf2ca354bc9c1187e694bb0a18,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12_C02.json,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,,,,746102,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746102.json,074fcef163c1c5f5b09d30fb9c2e115b28dad76d4ab205db9932471423ac9cd2,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF2_RI2_TI2_R12_C02.json,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,,,,746103,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746103.json,07cdbdb18af92ab88ad0fcf7c29bfcc9de07a61874ec1387b98d2c0b4eee653e,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12.json,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,,,,746101,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746101.json,a749e0b32f1df3c051bed8feed9815bbe20ef32cdbc731a2cd30b043e2fb6d82,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12.json,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,,,,746102,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746102.json,99b04ccc5ceebf6ea86014696de39c5ce3c9c7ff75f2da3b536d39e099665398,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12.json,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,,,,746103,,,False,122.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746103.json,29642d06edf49e7e027d9940168656b1d6c61b27bba97e91b35e479b0d5d1444,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12_C02.json,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,,,,746101,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746101.json,cf7d33be631d237e09ffd625c5252edf171c147852c4466b92bfd4467ccef322,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12_C02.json,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,,,,746102,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746102.json,cc31c093dbd072cfcc1ab269355b1b145ef3e07dd794049ff4438a9367ab8e3d,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
SOLVER_COMPARISON_RUN,A1.6_INVALID_CONCURRENCY,NGAS_A1_6,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_S_CF3_RI2_TI2_R12_C02.json,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,,,,746103,,,False,126.0,outputs/ngas_a1/solver_comparison_v1/raw/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746103.json,a2eafc0a3d8a782722ac654021edf5817130b9237a451ef276971f8d84458fc7,outputs/ngas_a1/solver_comparison_v1/raw_manifest.json,True
