instance_id,family,source_file,seed,num_products,num_operations,num_islands,num_configurations,num_w_agvs,num_f_agvs,num_precedence_edges,dag_density,mean_eligible_islands,min_eligible_islands,max_eligible_islands,mean_processing_time,reconfiguration_time_mean,reconfiguration_time_max,source_sha256,generated_sha256,schema_version,generator_version,valid
HU_R_la26,hurink_rdata,Hurink_Data/rdata/la26.fjs,3885225217,20,200,10,6,2,2,174,0.19333333,1.955,1,3,54.05626598,4.30666667,8,9d907acf5c8fd4b5873ea64b3159bc960d49e46adb546d38194f4de2b5b42733,32c2c9e4d7538d81dff8c991b996b0179cf0b3e7cc4469190d2877346c418a0f,RCIAS-2.0,2.1.0,True
HU_R_la27,hurink_rdata,Hurink_Data/rdata/la27.fjs,923046528,20,200,10,6,2,2,162,0.18,1.96,1,3,54.05867347,4.30666667,8,5959b71e913ed9d65cc0abc30b0b65bcb2f531ec219caf7b1cf077a4d0a518ee,cebc4b448b0ffa7df32d15edce356414357efaace33a8ffdf5721b5b1a0bd0f5,RCIAS-2.0,2.1.0,True
HU_R_la28,hurink_rdata,Hurink_Data/rdata/la28.fjs,2928127521,20,200,10,6,2,2,151,0.16777778,2.01,1,3,54.16666667,4.35,8,e8eb060f8b559fa65d74ce560ddb16362d0a0cce3f6722249d2f0af659447034,7c0c0d6cb7e27a1883efe085fbcc82021318ff8a5d9ae72d3db6a5fc71542342,RCIAS-2.0,2.1.0,True
HU_R_la29,hurink_rdata,Hurink_Data/rdata/la29.fjs,2321640395,20,200,10,6,2,2,170,0.18888889,1.995,1,3,49.23308271,4.34333333,8,cab03038886ed5e0c6458469039dd6ab781a76b7e289a80adc187fb63cc070cf,8f152864d3242d1d9c1b3220e624f1f11aa663d963d6085a7100bce584c0549c,RCIAS-2.0,2.1.0,True
HU_R_la30,hurink_rdata,Hurink_Data/rdata/la30.fjs,1137186561,20,200,10,6,2,2,164,0.18222222,1.96,1,3,53.2755102,4.25333333,8,94f9bb2dc70967ac3dd13202786740d6908ca4bcc3734bd33043d97ea005c66d,3377cd1940cbb897ebedca1bc283f5cef560a2e14db51af207677ce983fc1a1d,RCIAS-2.0,2.1.0,True
HU_R_la31,hurink_rdata,Hurink_Data/rdata/la31.fjs,1232522676,30,300,10,6,2,2,256,0.18962963,1.92,1,3,50.78819444,4.31333333,8,72f7d460fb59d9f1551697d1c504f408deb81012d233822ccedeb3476871165e,0261fe73abbc7553043346fb44816fb78316f07c6e9f60d43c19a64e01a4c7bc,RCIAS-2.0,2.1.0,True
HU_R_la32,hurink_rdata,Hurink_Data/rdata/la32.fjs,913716840,30,300,10,6,2,2,268,0.19851852,1.95,1,3,54.51623932,4.27666667,8,d5e84c136cd6777b7ddb01fb0a0721da90a22eee47332cbbaadefc1d91e6fc47,a57598f4ecf601b89f049078809838d282d53d16f90e35955d716f50e382f42b,RCIAS-2.0,2.1.0,True
HU_R_la33,hurink_rdata,Hurink_Data/rdata/la33.fjs,60243779,30,300,10,6,2,2,259,0.19185185,1.93666667,1,3,50.70395869,4.31666667,8,09b6d83a58de6ba3cc6ca90db9b738a1a4fbf0ed4f7cfc4b5a8b5c1e522f3993,dc2822956621dc64a4566dd5dbe78efef048b15fc941b2de4b6f813fbb3fb4c0,RCIAS-2.0,2.1.0,True
HU_R_la34,hurink_rdata,Hurink_Data/rdata/la34.fjs,1978995299,30,300,10,6,2,2,258,0.19111111,1.94666667,1,3,51.2140411,4.31,8,3de2100779cac4c6f8b60f99ba33971f94a0d8bb41c3c01254d6f381eb657711,a6d20c5a04b164b246d35f50284adad1dafd945f2a88ba770da55da70145bbb1,RCIAS-2.0,2.1.0,True
HU_R_la35,hurink_rdata,Hurink_Data/rdata/la35.fjs,1590985468,30,300,10,6,2,2,241,0.17851852,1.97333333,1,3,52.37331081,4.32333333,8,7cbe1a7bfa4db61c173583b4417d39323f10451783aa291177e57cf8b92d6e54,c7c4df3525d0249ff5a353461e1a87db4ee2c56556df76cd57bba0d502926e44,RCIAS-2.0,2.1.0,True
HU_R_la36,hurink_rdata,Hurink_Data/rdata/la36.fjs,2205665914,15,225,15,6,2,2,295,0.18730159,1.95111111,1,3,52.10933941,4.32790698,8,280cb5945e48a63f63fc0fb5a3a1a77db5ebd775c57f5976b1fea6d18cb176a9,b227ca14b5806c45afd00571115bb0c794e8d119d01910d513f4e496c43b96ee,RCIAS-2.0,2.1.0,True
HU_R_la37,hurink_rdata,Hurink_Data/rdata/la37.fjs,1869882764,15,225,15,6,2,2,301,0.19111111,1.94222222,1,3,55.22883295,4.34222222,8,8b852a8caa4d341e3531b4c8f5655b82bf7fe3cfb19a698707fe13efc07f5d27,af1dcb365cc42534a5529cb378ad9db5c1ed44af7b50adbe1d27f98fd3fa1cee,RCIAS-2.0,2.1.0,True
HU_R_la38,hurink_rdata,Hurink_Data/rdata/la38.fjs,1305472636,15,225,15,6,2,2,313,0.19873016,1.97333333,1,3,49.81531532,4.29111111,8,2cd83e787a912c3d98fe871bb7bcb364394bbd909e62408da0af4924dbb160f1,145756026e92ff756310ffa0f48e49b1a6ec9301ed540376970e8e4b0f0836b1,RCIAS-2.0,2.1.0,True
HU_R_la39,hurink_rdata,Hurink_Data/rdata/la39.fjs,1247492724,15,225,15,6,2,2,270,0.17142857,1.93777778,1,3,51.26834862,4.32666667,8,0625071e0fbb0b41e1d78fa2008360b4ac12c0bbfc34a48502602a2659e44a7c,03f1d956485cd1a9ffb5f4c040802714ce508f6d48394fe5547d686468f50903,RCIAS-2.0,2.1.0,True
HU_R_la40,hurink_rdata,Hurink_Data/rdata/la40.fjs,2078317137,15,225,15,6,2,2,325,0.20634921,1.96,1,3,50.6122449,4.32222222,8,49c0e5ea0164f8ce59d8b22488b27dc462df75f5dd3fbcf652ad439a51193eaf,b98c49fc322033845c42c428d2252e0a383f304fb8268d83056eabe3060d8ad2,RCIAS-2.0,2.1.0,True
HU_V_la01,hurink_vdata,Hurink_Data/vdata/la01.fjs,16580439,10,50,5,6,2,2,27,0.27,2.84,1,5,55.16901408,4.36666667,8,0a6694fc74f4207e33df3c040e20f9c9e3ea0d9c7437e3c734aeda3132f14283,73dd13134f7365637c45c95146de818a88a987645049c2acfa548f9d78feba2f,RCIAS-2.0,2.1.0,True
HU_V_la02,hurink_vdata,Hurink_Data/vdata/la02.fjs,1939916494,10,50,5,6,2,2,21,0.21,2.68,1,5,51.65671642,4.36,8,3573610af52711e67d6609130d467453fd73e828862d75f0f3adaf401e6195ad,8436783ffa5e72d81cf4726b92aa5088da252b3e419fdbfe9b6f108b6d4d5a76,RCIAS-2.0,2.1.0,True
HU_V_la03,hurink_vdata,Hurink_Data/vdata/la03.fjs,2402363128,10,50,5,6,2,2,22,0.22,2.56,1,5,47.78125,4.44,8,04118f484f8579ace37f7de728606779b2733d2804f49a473e0c004ae729fd6e,92355ab8a194f529095884d818490ef2790c5021d92b551a2d155238c6a04e89,RCIAS-2.0,2.1.0,True
HU_V_la04,hurink_vdata,Hurink_Data/vdata/la04.fjs,4075715136,10,50,5,6,2,2,19,0.19,2.38,1,4,48.40336134,4.32666667,8,10fab6b80cb11985ef841400f318f35cba0589641477b7fc442ec27071128868,9a93e2ba9b7b43f10297c12c3ce610614d89816d85a605d107a2c30fc0df15f0,RCIAS-2.0,2.1.0,True
HU_V_la05,hurink_vdata,Hurink_Data/vdata/la05.fjs,1670342525,10,50,5,6,2,2,23,0.23,2.38,1,5,50.09243697,4.37333333,8,41ea1ebcce570f9b4925a91fc00a2a4aa285c60ad0f53f5b1d65f0cea9a53259,e75689cbc7260b509310028332e1b06825dd3099966be7428c2e0200d712cc4e,RCIAS-2.0,2.1.0,True
HU_V_la06,hurink_vdata,Hurink_Data/vdata/la06.fjs,2856624681,15,75,5,6,2,2,31,0.20666667,2.42666667,1,5,53.08241758,4.42,8,2c9555966e4b761d30df2106299ae849bfbd42b21c645915496eda7ab28736c7,3354f5dec58c25ad422c154f7c3228af298d2a57585e627672d3b1800e2ed3e7,RCIAS-2.0,2.1.0,True
HU_V_la07,hurink_vdata,Hurink_Data/vdata/la07.fjs,1547503611,15,75,5,6,2,2,35,0.23333333,2.42666667,1,5,50.02747253,4.34666667,8,b0341a0335d8134e726a3a754c86a585549e03024b8c062d5564f44ec4e0a521,4fc5f3601e72452c508b617bc91ee0c841458ac8ad8fbf47be1c3eb9c592109f,RCIAS-2.0,2.1.0,True
HU_V_la08,hurink_vdata,Hurink_Data/vdata/la08.fjs,4083613684,15,75,5,6,2,2,36,0.24,2.58666667,1,5,51.92268041,4.34666667,8,e7dab174a4380b224d1857e340e77a7072a94702658e01e9ee4ff1e2cb55eb38,f22c048c0f77ff244b4afca9e9967ace9f9b7f515456d80915402b188a04ca0a,RCIAS-2.0,2.1.0,True
HU_V_la09,hurink_vdata,Hurink_Data/vdata/la09.fjs,2583151745,15,75,5,6,2,2,40,0.26666667,2.53333333,1,5,55.81052632,4.34666667,8,77a2b64f4aaf5c8662bdebd334b8ae5a19fba9f8f2323c054674ba099c180b96,9ae8000d1fd6e226826a044265ede444f5db108d9f136648dcbb8883d894a527,RCIAS-2.0,2.1.0,True
HU_V_la10,hurink_vdata,Hurink_Data/vdata/la10.fjs,1963852257,15,75,5,6,2,2,33,0.22,2.66666667,1,5,52.09,4.27333333,8,63783f33ea7f48c9059746138f364795817f405ec14e87deb8210f128a2da2bb,2b373d64cb02c4061c9fb62ef2c39494d3e08cd4d0a0b27816ae728072aa77db,RCIAS-2.0,2.1.0,True
HU_V_la11,hurink_vdata,Hurink_Data/vdata/la11.fjs,1656941667,20,100,5,6,2,2,49,0.245,2.53,1,5,53.13438735,4.3,8,f867cf5a69b8a6923a35831ce80aeea4867d9306b469ced3873e666d18948528,f9a2f1f9c62c27bc8ef23ba9fd4fa81561b63b1414bd497605ff5db674f8ff67,RCIAS-2.0,2.1.0,True
HU_V_la12,hurink_vdata,Hurink_Data/vdata/la12.fjs,3238286611,20,100,5,6,2,2,51,0.255,2.48,1,5,46.81854839,4.35333333,8,76002708866759ed81135ad6d6895fb7db748915de48a61b41a355abd076daea,dd396d2df4e567ba561a139ec9d349f84c446b520880b550eba70b47f2d4f0b7,RCIAS-2.0,2.1.0,True
HU_V_la13,hurink_vdata,Hurink_Data/vdata/la13.fjs,2061590209,20,100,5,6,2,2,44,0.22,2.45,1,4,52.29387755,4.41333333,8,cf5e1893a53a1e89ed280e7841ba07d9d394d7c883c5811a548f75679f025830,ae0eb817b8cfc2ed1d826270553623beac466ad08c3217e8844fed35cdc454ae,RCIAS-2.0,2.1.0,True
HU_V_la14,hurink_vdata,Hurink_Data/vdata/la14.fjs,1654151657,20,100,5,6,2,2,51,0.255,2.44,1,5,55.30737705,4.34666667,8,68c3593a4d3d3868153cf257102517ad0eff31be62d7692d22a1e9324a4b9faf,658bfab384f60c56e78c163848a593aded5bf655c4efd2bfd9b4b0487c4da4cf,RCIAS-2.0,2.1.0,True
HU_V_la15,hurink_vdata,Hurink_Data/vdata/la15.fjs,3332170275,20,100,5,6,2,2,48,0.24,2.63,1,5,54.63878327,4.37333333,8,ccc78a874159433b2e39290739b7f4829e2d2642b321b927387e7dec6646a47b,846d671e90a74f3672cb5e8052942921cfa2676e0860f7be222f62d0b90f2390,RCIAS-2.0,2.1.0,True
HU_V_la16,hurink_vdata,Hurink_Data/vdata/la16.fjs,4192936154,10,100,10,6,2,2,86,0.19111111,4.7,1,8,52.84042553,4.31,8,a794947767ec1863bc53425ca28a49c8f3ded4ad09fd83c3de80713e40cb76d5,748bec9278b0db4f789e5625e0577efe2c65600edc7e2db307fd7fb5f7011f8c,RCIAS-2.0,2.1.0,True
HU_V_la17,hurink_vdata,Hurink_Data/vdata/la17.fjs,3679538079,10,100,10,6,2,2,95,0.21111111,4.79,2,9,47.11899791,4.34,8,e27eef7aaf66a6ae52f1b743dfcb3e453c77571fe616b5efdeb9c268e65daa8a,af2e3cb37e85c4c05109b5787698abd4ca9539292fc9cec776042ee6101e5917,RCIAS-2.0,2.1.0,True
HU_V_la18,hurink_vdata,Hurink_Data/vdata/la18.fjs,4103723319,10,100,10,6,2,2,77,0.17111111,4.79,1,9,52.90187891,4.34333333,8,ac899bcaed631cc9216c6c7217a9f1519cc651493c679eedccfc933cfa056ad3,8efe4fdf8d65c162472c909d525d62c1f7f31c3e31cb6b37771fdae83a9a2657,RCIAS-2.0,2.1.0,True
HU_V_la19,hurink_vdata,Hurink_Data/vdata/la19.fjs,3747093730,10,100,10,6,2,2,78,0.17333333,4.8,2,8,54.48125,4.36,8,e90dc5a1be2188bb6d4701b357affe6d34d8f34313be36f1e13133c620df9812,f99fe9d560f1a07f973c5225666d207ccc2244d88b99d5f9ef1aa27146ecdc8f,RCIAS-2.0,2.1.0,True
HU_V_la20,hurink_vdata,Hurink_Data/vdata/la20.fjs,2634032037,10,100,10,6,2,2,92,0.20444444,4.87,2,8,53.97741273,4.40333333,8,961f56c61a99eede6d8a67f332f1842d18ad62a398faf2e58354f70c066b019c,e45f8070d9822956e68c661419a7a1ffab481f95e5e3eaf20a6ceb13bdcb1bc7,RCIAS-2.0,2.1.0,True
HU_V_la21,hurink_vdata,Hurink_Data/vdata/la21.fjs,1443354503,15,150,10,6,2,2,123,0.18222222,4.76666667,2,8,53.18741259,4.33666667,8,96dfcaf7b44522c5b6c34cb852ded0172e5b6e0680fcceeb93bb060e1c129d3f,9a17d2de3eb8ca01d2420c810d194fbeb02d3496ca389b2bcbff3add300e8548,RCIAS-2.0,2.1.0,True
HU_V_la22,hurink_vdata,Hurink_Data/vdata/la22.fjs,3572905381,15,150,10,6,2,2,112,0.16592593,4.51333333,1,8,49.96454948,4.41333333,8,45815e3f735a9fbdac98f12ff17934e1e68638deda9feb50357e4949caa75dbc,5981bc095cd22e143c93f507fd465c44b173607fed721245e1a50a497c55260b,RCIAS-2.0,2.1.0,True
HU_V_la23,hurink_vdata,Hurink_Data/vdata/la23.fjs,3590381244,15,150,10,6,2,2,136,0.20148148,4.53333333,1,8,53.99117647,4.28,8,55508fcf735a448c860a986773bfdbd507de5ec91ab8731e288fc116fbfaec70,be21822d8a267e5638248e16d5518abb83f5e81e98fde254eddd863f43623ab1,RCIAS-2.0,2.1.0,True
HU_V_la24,hurink_vdata,Hurink_Data/vdata/la24.fjs,2030514601,15,150,10,6,2,2,128,0.18962963,4.84666667,1,8,51.36038514,4.34,8,dce4563ca84c3b50e8302b89fda8b3808bedaf158a86165005995e203b80babf,9bc33227f3105a2080ab290a4ee428371371c4b6f01ee6f0ab1ce6396c90fa55,RCIAS-2.0,2.1.0,True
HU_V_la25,hurink_vdata,Hurink_Data/vdata/la25.fjs,2194450986,15,150,10,6,2,2,118,0.17481481,4.83333333,1,9,49.53793103,4.27,8,253d9d7a2554a978f0c104c6c77286b3a085c927a4f58d62138ba3f5b4583281,ba3f514020b00ca7f3b3b868662d83bd52ebda1ddef516501cada45cb80febfb,RCIAS-2.0,2.1.0,True
HU_V_la26,hurink_vdata,Hurink_Data/vdata/la26.fjs,4106818096,20,200,10,6,2,2,175,0.19444444,4.585,1,9,52.3391494,4.34333333,8,b1cc6a668f4e67d78eeec4474260449a734291eefac5aa0931e751a031b0e5a9,c6369456e5f608544b79de9a0d33d4f12fa62b4c1bb0a45726fb2a87d7df124b,RCIAS-2.0,2.1.0,True
HU_V_la27,hurink_vdata,Hurink_Data/vdata/la27.fjs,4068442009,20,200,10,6,2,2,171,0.19,4.575,1,9,54.35519126,4.37,8,2a23064f4ab3780aab12c72a01c4e8645aada9866142694a2acf003d9ec883b8,03a05cd915a49201c3787e65d9a1ac4e6c278f19494c8236707f278d4c935dfa,RCIAS-2.0,2.1.0,True
HU_V_la28,hurink_vdata,Hurink_Data/vdata/la28.fjs,3242110131,20,200,10,6,2,2,166,0.18444444,4.485,1,9,54.52173913,4.3,8,3c56dd42babcd4bec0a240c4005d013f11ea689d809a9d636586c82bf1f725a6,f19c5c4035b8a14ba9b6b585c87488fc590b0983b4858148831274f8c1fb3942,RCIAS-2.0,2.1.0,True
HU_V_la29,hurink_vdata,Hurink_Data/vdata/la29.fjs,4289485234,20,200,10,6,2,2,182,0.20222222,4.405,1,9,50.17707151,4.32333333,8,dbf921064051feb5eb8aa30450d69154ab1c45c145b41731b65b991cd94a45b2,0459ef906b2ab580b959af8b28dc5530a009b183d862db7e83a08f094698333a,RCIAS-2.0,2.1.0,True
HU_V_la30,hurink_vdata,Hurink_Data/vdata/la30.fjs,3540406898,20,200,10,6,2,2,188,0.20888889,4.65,1,9,53.28709677,4.25333333,8,b01eed5914f72ec0cdaac7b38bf59ad50152646e7a104a5c355dbeee51d40fb8,e395f09967b8ca20a62265b41fc5051055a30d60cee11056941081d43fe9e908,RCIAS-2.0,2.1.0,True
HU_V_la31,hurink_vdata,Hurink_Data/vdata/la31.fjs,336852000,30,300,10,6,2,2,274,0.20296296,4.6,1,9,52.06811594,4.29,8,ce8f13af120fbe534390eb513c174ddd119334e57d2a2d38ceb5825321ba4ea8,f552d61950f4b74b42e3b051d244f39d1316cf276756c50c797975ab89e6492b,RCIAS-2.0,2.1.0,True
HU_V_la32,hurink_vdata,Hurink_Data/vdata/la32.fjs,568574104,30,300,10,6,2,2,253,0.18740741,4.54,1,9,55.24302496,4.33,8,41951c95791c7c6336deb4d438cc37f36757412db648415491d2ea80c8f57c03,3afb1fb402b47d47b059a92272bbe1004278684563e30d9a6fb2da03dd3f2fde,RCIAS-2.0,2.1.0,True
HU_V_la33,hurink_vdata,Hurink_Data/vdata/la33.fjs,1051347039,30,300,10,6,2,2,294,0.21777778,4.51333333,1,8,50.64918759,4.24,8,9d61960d53d161cff2573c68a4d404786ac8f54bd350882869738d0cfa118f07,61fd93ebcd114905af99127076bf3a0dc0050aaec5698b098a2401188cc6b072,RCIAS-2.0,2.1.0,True
HU_V_la34,hurink_vdata,Hurink_Data/vdata/la34.fjs,445474895,30,300,10,6,2,2,250,0.18518519,4.62333333,1,9,51.11968277,4.4,8,e02b94c8ede35c5de1f0d79f8aa02212ebf962719696c3f7e3a50a73ebe434eb,05704bd868c4bdc9d94d6d4da58dc9a2f28f4285b24432dfa91ba9c3f979c809,RCIAS-2.0,2.1.0,True
HU_V_la35,hurink_vdata,Hurink_Data/vdata/la35.fjs,331483236,30,300,10,6,2,2,247,0.18296296,4.64666667,1,9,52.26829268,4.36666667,8,a0d8aa4c94a6938516911ce58b9c3f301a0c8faec3cf37c4a6e059314ac4d039,d95ba25036e02eff91022d4829460f0a42f5c515904e750db19bcfb9ac092e69,RCIAS-2.0,2.1.0,True
HU_V_la36,hurink_vdata,Hurink_Data/vdata/la36.fjs,4174496128,15,225,15,6,2,2,279,0.17714286,6.69777778,3,12,51.99800929,4.30888889,8,e2e16620d475c200718927a2baf4c0c589ddc619d263e595d5e142fb7718e411,2c0eaf81374ea7166f7ec646a6f88fc7271b91b56aaa97f415e74351c42d835d,RCIAS-2.0,2.1.0,True
HU_V_la37,hurink_vdata,Hurink_Data/vdata/la37.fjs,4052711392,15,225,15,6,2,2,292,0.18539683,6.63111111,3,12,55.41689008,4.37777778,8,007524a7f7404931c0b216ccf3cfffb07ff9c7145c2dc89dec758d1006b1da49,41a18c06b0932ac6b9f54ff8b2ce8b8316abdaca968505c58fbf4c267a03baa1,RCIAS-2.0,2.1.0,True
HU_V_la38,hurink_vdata,Hurink_Data/vdata/la38.fjs,4277743958,15,225,15,6,2,2,308,0.19555556,6.57333333,2,12,51.14604462,4.30888889,8,e2d889bffd219d159054adac1d9a0f1196d5e7948ee47b564e3f39e3c803dfad,5de96954e04bc98aca163a8ad1affb6780fabd8e31cfd1350944ec12e3ec89cd,RCIAS-2.0,2.1.0,True
HU_V_la39,hurink_vdata,Hurink_Data/vdata/la39.fjs,3046058435,15,225,15,6,2,2,318,0.20190476,6.53333333,2,11,51.08979592,4.36666667,8,5f9da0720590f07991d489956ef20f659edcf782e9d2e1229d6a9bec432bf346,7edb5661baa3c3ddaa7cd253e95ebba43816fa0f0c6b05d7ae131f8cde864e51,RCIAS-2.0,2.1.0,True
HU_V_la40,hurink_vdata,Hurink_Data/vdata/la40.fjs,944841357,15,225,15,6,2,2,312,0.19809524,6.48,2,11,50.01646091,4.36444444,8,44d5e87b7536714417afc3a81288c15a1c55ce50099ec655538efd20ac6fb764,e95102665f486018e9cd8374af27e055a7a28f9fe12a2b6512679736b5bed4cd,RCIAS-2.0,2.1.0,True
