state_id,target_set_id,instance_id,phase6n_data_origin,scale,CF_level,oof_fold,selection_roles,is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_0f6607c413d0ac0cf5d0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_1fe31da9326bf496e568,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_5815957983d149cf9b4d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_6c75d96490fc22afd680,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_ac9bb5714bac68e7dc78,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_b4c3e694f4ebcf5f744d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_c7077afe861d577b9d26,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_c95daadf7e40264c25dc,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,ts_fabf316b64b0eb40dd43,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_61a0929c38dbd8e92996,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_68149e7e34045c9f2f94,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_7c3d5a4417cfaedcef88,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_8163f377ca8b5aa00a48,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_9608dacc590aa1e8f1d6,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_cf9f3aaffe6ff872f8a2,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,ts_d01519331269d3747b56,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_27955d70348654fb5bd8,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_35781eec56db7d1cd05c,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_3f92201759262def7514,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_52efe2100cb5227c8329,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_897efaf234781c1bff8a,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,ts_fb1b23fc75a3393a7877,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_0e13af6638b787e00860,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_3ab5d8854d4af271ab81,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_5f52be9bb9f97d206c81,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_b8003afd1cd3e6ca8fe9,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_c94323c3e4e2fc7ed3cb,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_c944c9aab95bf5b9f946,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_e6d101e083181fb28638,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,ts_ec2058736da9ed0a3d97,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_8085a401d3d390d4af28,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_9355fb8324e1f5a99990,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_a5a5d2e8f4bfef2fbefc,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_cb5b6f3bf3eba3991e78,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_d0e89f31c7ed95446070,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,ts_ea4671a1f147906048a3,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_4e3a9a98408ac12503f1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_5301270edcb6f4a5ddbd,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_7c7be1372f8aae37b216,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_80f7b316db5b935c93d4,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_96d9fd4fecb2c4a42556,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_d2d10c854bca94799307,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,ts_d63d6fec86e836335c2d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_038399c416753ec5e502,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_8f635d32880961e892b0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_9a03350efaa13e43ddb1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_cdacc450c2c37c12c13c,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_cde712f362446c3fffd2,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,ts_d99bebfdd529159475b1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_0049f8b726f0b9a6337b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_147d3f2d523dc0ee4c3b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK|PHASE6L_TOP4,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_4c544537271f96c3136e,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_89c64fac81e8918e8511,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_aa2a91d937ea46835ce7,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,ts_b6b70f0fe7950726d888,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_0d33b2712f2318fd79bc,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_5dc228c6fa41583ba22c,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_683fd7341aa7215d9883,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_9eee36cfa5bf6d4d2d1b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_9fdddb4b57d0df80f3a4,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_b4a1dbdf073d1558c992,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_b980d52bc45e2c02a1a4,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,ts_e0ccd337d4ca7db27ea5,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_6f62724b223cabcf8d24,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_8df5d80775ab6b6daf8d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_93fd4c48d7a98ac4397b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_a8cd7c74d50864300aa6,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_d2f658aad0ed76bb516b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK|PHASE6L_TOP4,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,ts_e688f03415fb4ea5e2a1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_08883b8f61a5ad3a161d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_16d648aa4af0d32004cf,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_8509c3e3760a0b3001c0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_86cb367afbf05ef2929d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK|PHASE6L_TOP4,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_ad79b67eacb934b44f22,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_d4f2d73743c0fa6dfe4b,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,ts_dbe73c8bfeb7fa9b61be,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_329a6e34a8ed6dcf28e3,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_3d8513cf61ac7b4a4465,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_7384eab4320e8b3ebc13,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_7557fe7bf08d38b52c52,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_7f275e5344e262ae7109,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_87f3c1f46fb024f35208,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,ts_8a6aa21a9c1ac14444d0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK|PHASE6L_TOP4,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_0f4c3e0e514cadc7e5a9,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_21a595256c8227143d01,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_377b26449fbbde4080fe,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_4ed7cddaff338b16bc78,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_6821176417f4bbb25b0d,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_8a6a077648ecfff5af95,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,ts_8c962e710f9caf09decd,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_20721ea19371970d1d8c,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_4f9f92533cd75ba364bd,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_58d051e7e9417e1b57e0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_71462eab211561795686,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_b05ea0697a3c0c0ac7b4,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_c45a768ed4f61c16b6cd,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,ts_d890ce6378e3ed6cdd80,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_0574deabde19e0fe5d81,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_1f8a7111a5f961bf6b83,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,CANONICAL_FALLBACK|PHASE6N_TOP4,True
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_4d1af5e23249a34ba13a,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_aa2ecddf0db4cf5af306,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_db3e6c5418cc999614bf,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_e4b9325ab28a25a80640,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,ts_f310831c03c20246e5b1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,ts_018fe9952b94b1f660f2,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4|PHASE6N_TOP4,False
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,ts_1fb895b8a2cc6965a493,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,L,CF2,2,PHASE6L_TOP4,False
