gate_id,gate_index,p_min,lcb_lambda,delta_min,state_id,instance_id,scale,CF_level,search_stage,target_set_id,calibrated_probability,ensemble_advantage_mean,ensemble_advantage_std,lcb,ensemble_immediate_utility,realized_continuation_advantage,fallback_rejected,probability_rejected,lower_bound_rejected,support_rejected,immediate_harm_rejected,local_rejection_count,local_rejection_signature,first_local_rejection,intervened,overall_mean_lift_rejected,grouped_bootstrap_lift_rejected,scale_lift_rejected,scale_coverage_rejected,coverage_aggregation_rejected,gate_retained
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691201__it0000156,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,40-60%,ts_fe61ec2977ab9b59fde1,0.558957073709186,0.44333943724632263,0.11194343864917755,0.3313959985971451,-0.03252830356359482,-0.010889088459811406,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691201__it0000195,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,60-80%,ts_d085867116b296847692,0.6259683969938616,0.41145238280296326,0.1084960475564003,0.30295633524656296,-0.041990041732788086,0.018484917214787934,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691201__it0000230,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,80-100%,ts_b8a9c1bcbbc1062f5bae,0.6719731363489293,0.3437688648700714,0.07741546630859375,0.26635339856147766,-0.03022485040128231,0.039541413196069256,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691201__it0000258,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,80-100%,ts_aa12f7da2d4c69be15f7,0.5544570534486886,0.38550853729248047,0.11308521777391434,0.27242331951856613,-0.03584747016429901,0.04557109557109557,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000010,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,0-20%,ts_c4cdf27e45546f9b711c,0.7178818327282774,0.42911556363105774,0.1340235024690628,0.29509206116199493,-0.037514667958021164,-0.05850622406639004,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000046,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,0-20%,ts_7f772ec043da1643e4d2,0.5781801687058894,0.3781062066555023,0.07093523442745209,0.30717097222805023,-0.015554266981780529,0.023280996210070383,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000084,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,20-40%,ts_ed86de795196c84250ec,0.6480862536275306,0.4161519706249237,0.11548813432455063,0.3006638363003731,-0.027732908725738525,0.11002149382052659,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000120,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,40-60%,ts_9f12e8faae2034069e12,0.6942147669794675,0.44368648529052734,0.13951881229877472,0.3041676729917526,-0.026005780324339867,0.0655440414507772,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000156,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,40-60%,ts_803fdca31cf64b0e60f8,0.68410823608546,0.4799906015396118,0.10838095098733902,0.3716096505522728,-0.022755665704607964,0.11901969981238274,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000193,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,60-80%,ts_dc79839a3b26e2b2b7f0,0.6037924228441012,0.41555652022361755,0.12451745569705963,0.2910390645265579,-0.028133049607276917,0.02207582061950994,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000228,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,80-100%,ts_fddde53b40f0c47fa95b,0.6906641004445353,0.4525660276412964,0.16782920062541962,0.28473682701587677,-0.038177490234375,0.0272938443670151,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed691202__it0000256,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,80-100%,ts_d353bc006773a8a8f290,0.665772573752115,0.46468186378479004,0.1282472163438797,0.33643464744091034,-0.025785068050026894,-0.0687265037593985,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000009,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,0-20%,ts_512ee844c9be41ca874a,0.6826805325163472,0.3120559751987457,0.23102842271327972,0.081027552485466,-0.05109456181526184,0.006029477445288076,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000044,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,0-20%,ts_d3889e73861f2661b40b,0.6055995828684085,0.4342978894710541,0.10246474295854568,0.3318331465125084,-0.03195357695221901,-0.0183223893242957,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000083,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,20-40%,ts_320ebb32ecb29b581548,0.5360242594498328,0.31393134593963623,0.06321976333856583,0.2507115826010704,-0.01774992048740387,0.06717276282493674,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000118,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,40-60%,ts_734e57a11058a4feac9e,0.5698508468906248,0.4111318588256836,0.09698466956615448,0.3141471892595291,-0.020794013515114784,-0.012834576568670469,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000154,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,40-60%,ts_417246981fa55c6a7046,0.666152601234655,0.5384013056755066,0.1926833540201187,0.3457179516553879,-0.044083449989557266,0.055146306527522,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000192,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,60-80%,ts_6ee7e7cd1ef0e42fe9ad,0.7154780330112096,0.4274780750274658,0.1212182566523552,0.3062598183751106,-0.013946350663900375,0.02081165452653486,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000227,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,80-100%,ts_ea78af6a8af0fdb6a2f1,0.5617864857350214,0.24413788318634033,0.0938204973936081,0.15031738579273224,-0.02846693806350231,0.021958717610891524,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000254,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,80-100%,ts_d027efc60b456751ad83,0.5390237880068546,0.31589317321777344,0.11024843156337738,0.20564474165439606,-0.018444789573550224,-0.03415098329456545,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000009,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,0-20%,ts_49dd435c1b5dc3769d45,0.6137501115662531,0.4497140944004059,0.10219308733940125,0.34752100706100464,-0.017838725820183754,0.04350149636596836,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000045,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,0-20%,ts_35e38f89b001d9897391,0.534644705936874,0.29081639647483826,0.11290524899959564,0.17791114747524261,-0.03697985038161278,-0.005432372505543238,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000082,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,20-40%,ts_b4457d2ced41cca9c414,0.6174701751005908,0.45156779885292053,0.12560977041721344,0.3259580284357071,-0.022602900862693787,-0.00258603540879252,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000118,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,40-60%,ts_859a9d7469908f62dcbe,0.5914837378124491,0.47515735030174255,0.14887559413909912,0.32628175616264343,-0.026870369911193848,0.014709135147091351,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000152,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,40-60%,ts_541186c984f0c5a358b0,0.527659415758304,0.31864437460899353,0.07733172923326492,0.2413126453757286,-0.020569322630763054,0.020074187213615535,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000191,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,60-80%,ts_6510d766c6346dba647b,0.7473083079146358,0.6427148580551147,0.12639038264751434,0.5163244754076004,-0.03581302985548973,0.03677433435181143,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000226,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,80-100%,ts_fa0ca2a26c135e682bd0,0.6424301014275129,0.473385214805603,0.12862062454223633,0.3447645902633667,-0.035317741334438324,0.0023194836627672454,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000254,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,80-100%,ts_ceccc847e24402a058cd,0.5607137717400427,0.2936345636844635,0.12521058320999146,0.16842398047447205,-0.03595127537846565,0.02088477366255144,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000014,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,0-20%,ts_b38bc70e5287fafb28cb,0.5116408240348919,0.39945781230926514,0.23239924013614655,0.1670585721731186,-0.02637619338929653,0.011652542372881356,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000056,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,0-20%,ts_4738a869bf0d67358c3f,0.5178203387939614,0.44214141368865967,0.27483290433883667,0.167308509349823,-0.005514583084732294,0.015228426395939087,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000101,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,20-40%,ts_3cccb0b18b09439c4e32,0.5222919901364073,0.4531879425048828,0.27874016761779785,0.17444777488708496,0.00518103688955307,0.008771929824561403,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,40-60%,ts_882bf6868f873eec5047,0.5021839945017236,0.4561506509780884,0.2703652083873749,0.1857854425907135,0.013096543960273266,0.006087250591816029,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000184,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,40-60%,ts_2dd5f31a0c4f5dbae904,0.5847310794919198,0.4387187063694,0.26728272438049316,0.17143598198890686,0.00019898265600204468,-0.025555555555555554,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000230,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,60-80%,ts_45a8e84c82ea2979d074,0.03806398044122525,0.40025877952575684,0.28112971782684326,0.11912906169891357,-0.020976977422833443,0.0,True,True,False,True,True,4,fallback_rejected+probability_rejected+support_rejected+immediate_harm_rejected,fallback_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000272,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,80-100%,ts_3126d300ff28133e1abe,0.44902394260148115,0.38960349559783936,0.2492646872997284,0.14033880829811096,-0.1244678795337677,0.02233169129720854,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691201__it0000304,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,80-100%,ts_4b2944ed806b51776215,0.4952236840118197,0.3805360496044159,0.3154812455177307,0.06505480408668518,0.025259636342525482,-0.015694302285909244,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000014,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,0-20%,ts_e0a47a7b911c5c1c1067,0.5334501452966812,0.42681941390037537,0.278121680021286,0.14869773387908936,0.019216613844037056,0.0148975791433892,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000056,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,0-20%,ts_280e9bf24774e7389af5,0.5603577979314801,0.37875083088874817,0.2596733570098877,0.11907747387886047,-0.1045808494091034,0.053877940241576605,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000101,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,20-40%,ts_45e23d7914c4c7311058,0.47788248456762394,0.414805144071579,0.2972702980041504,0.11753484606742859,0.012777167372405529,0.02716010165184244,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,40-60%,ts_2f1c3d14596a57808c51,0.5261976432263593,0.39709970355033875,0.2640035152435303,0.13309618830680847,-0.017720326781272888,0.012503812137846905,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000184,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,40-60%,ts_daf975370b75de19ebdd,0.5667162244661659,0.5894696712493896,0.22145161032676697,0.3680180609226227,0.02176816575229168,0.012491992312620116,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000228,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,60-80%,ts_394400d97533bb0fc38e,0.5344001917946049,0.43011775612831116,0.3156816065311432,0.11443614959716797,0.036909159272909164,-0.014781491002570694,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,80-100%,ts_8b9f3d761a7c351b4ba0,0.5149712694572101,0.5260063409805298,0.21808116137981415,0.30792517960071564,-0.139190673828125,-0.005920663114268799,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12_C02__seed691202__it0000302,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,80-100%,ts_d2b71cc92d1afbcd3961,0.46622248512825065,0.48135459423065186,0.26094743609428406,0.2204071581363678,-0.1293802261352539,-0.010092918936238386,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000015,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,0-20%,ts_d9fd0a79834b0c0cde15,0.6408509729011149,0.5198383927345276,0.26140230894088745,0.25843608379364014,0.06503429263830185,-0.05731111749497271,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000056,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,0-20%,ts_63bd5793c2d63457b3d3,0.6219338911138358,0.5362436771392822,0.18968766927719116,0.34655600786209106,-0.014337395317852497,0.029149315883402735,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000101,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,20-40%,ts_4c4b827ed391d55e89da,0.5309636094877289,0.2751177251338959,0.26345095038414,0.01166677474975586,-0.029171213507652283,0.0212605548854041,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000141,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,40-60%,ts_b519275872a385453f03,0.6358908881865183,0.566629946231842,0.1933251917362213,0.3733047544956207,-0.06504129618406296,0.00015688735487919686,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000181,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,40-60%,ts_c65c07f988fe8bb43d90,0.6250452233776624,0.557833731174469,0.27103903889656067,0.2867946922779083,0.022273696959018707,-0.005056890012642225,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000224,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,60-80%,ts_de72fa0491fa69b3683a,0.6682103393952354,0.5755873322486877,0.1275525540113449,0.44803477823734283,0.0039892010390758514,0.028316405047706987,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000266,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,80-100%,ts_7d7816268612d3025147,0.6937486297119219,0.6979598999023438,0.13153553009033203,0.5664243698120117,0.005236817989498377,0.060411311053984576,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691201__it0000299,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,80-100%,ts_245204f4268da26b2860,0.782020748144274,1.0345687866210938,0.2830914258956909,0.7514773607254028,0.022435061633586884,-0.041309183349221484,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000015,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,0-20%,ts_4d340dbc21a6287c88fa,0.5562505220110155,0.43150779604911804,0.24620471894741058,0.18530307710170746,0.017809204757213593,-0.02711323763955343,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000057,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,0-20%,ts_11a325d869db5cfe3e68,0.4987358800550195,0.3101124167442322,0.3015907406806946,0.008521676063537598,-0.012810307554900646,-0.03921274038461539,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000102,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,20-40%,ts_7d2222f2b7861c1d811e,0.5558505276888709,0.43616604804992676,0.2713862955570221,0.16477975249290466,0.002540507586672902,0.0046476761619190406,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,40-60%,ts_82735773bd7c82833e81,0.6915631089087395,0.8194915652275085,0.20561306178569794,0.6138785034418106,0.04715237021446228,0.05669003352636391,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,40-60%,ts_5b59f1e8e4cf0fadf9f0,0.6547262673905393,0.3238334655761719,0.25033536553382874,0.07349810004234314,0.0036377173382788897,-0.028939918213274615,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,60-80%,ts_0a8a15972fac4e27a17a,0.6089425182881599,0.3696158826351166,0.25720009207725525,0.11241579055786133,0.03166090324521065,0.018535825545171337,False,False,False,False,False,0,accepted,accepted,True,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,80-100%,ts_7f934b6d3b8e454aa386,0.5460532131540624,0.3571875989437103,0.210295170545578,0.14689242839813232,-0.039100099354982376,-0.006748273697426241,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,True,True,True,False
p0.55_lambda1.0_delta0.0000,3,0.55,1.0,0.0,CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000303,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,80-100%,ts_8b6f7c63fd62a2d13a98,0.6166734279889616,0.41248130798339844,0.1828034371137619,0.22967787086963654,-0.06747168302536011,0.05743879472693032,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,True,True,True,False
